sizepop,elite_size,overbest,MAXGEN,best_fitness,convergence_gen,final_diversity
36,3,6,74,16.578688717445587,74,0.9824561403508771
44,3,7,126,16.455997970287267,126,0.962962962962963
38,4,5,73,18.426503867811366,73,0.9530443756449949
42,3,5,127,16.390074342428424,127,0.9083820662768032
45,3,6,86,14.904533129646056,86,0.7962962962962963
33,4,6,74,16.204721508955288,74,0.9551656920077973
43,4,9,142,14.663081274995582,142,0.8768489852081184
33,4,9,119,16.793932119683063,119,0.9639376218323586
33,4,7,138,17.388328883240085,138,0.9407894736842105
36,3,6,72,18.215060635521123,72,0.9166666666666666
40,3,9,113,15.022222143400743,113,0.9824561403508771
35,4,9,122,16.186564690334972,122,0.9824561403508771
33,3,7,115,16.720676757564473,115,0.9166666666666666
35,3,6,109,14.567718261263128,109,0.9236326109391125
46,3,5,98,15.218293761295609,98,0.8208061002178649
32,4,7,68,16.118922175328418,68,0.9727095516569201
33,4,5,117,15.010264828268436,117,0.9583333333333334
30,4,9,122,15.481303386373956,122,0.9232456140350878
49,4,6,59,17.010915548915648,59,0.9649122807017544
40,4,9,83,17.54424235606788,83,0.9736842105263158
42,3,6,103,16.322695770344296,103,0.9824561403508771
36,4,5,84,16.44287811846535,84,0.9649122807017544
44,3,8,84,15.402967826999516,84,0.9166666666666666
31,3,9,75,15.422959462155603,75,0.962962962962963
40,3,6,102,16.491996086819867,102,0.9649122807017544
33,3,9,64,16.416705448655307,64,0.9041394335511983
48,3,5,59,23.921588744314764,59,0.9824561403508771
48,4,8,51,16.47400232744058,51,0.9407894736842105
42,4,5,148,16.038207760127985,148,0.9495614035087719
34,4,7,117,16.992983181587537,117,0.9912280701754386
37,4,7,143,17.582821891677664,143,0.9495614035087719
41,3,7,133,15.321847811813265,133,0.8208061002178649
31,4,6,140,16.440408388726695,140,0.9649122807017544
33,4,9,114,15.354990045578685,114,0.9026057791537667
32,3,9,61,14.572456928862696,61,0.9411764705882353
49,3,6,137,14.753728693503948,137,0.8991228070175439
43,4,8,105,17.122372774600503,105,0.9639376218323586
40,4,6,140,15.697511310650148,140,0.922270955165692
41,4,9,113,16.855695862295523,113,1.0
39,4,8,73,16.901503268358514,73,0.9463937621832359
30,3,6,101,16.16686160042304,101,0.9649122807017544
39,4,5,113,14.736217740171831,113,0.9407894736842105
49,3,9,131,16.88331962199025,131,0.9166666666666666
35,3,9,67,22.077332709724203,67,1.0
38,3,8,88,16.465038189593972,88,0.9649122807017544
31,4,5,139,14.952818657618183,139,0.9454191033138402
46,3,7,82,15.743321370068166,82,0.9454191033138402
47,3,6,54,16.2096739639465,54,0.9278752436647173
30,4,6,63,16.42484865639732,63,0.9912280701754386
37,3,7,139,15.007877016513124,139,0.9824561403508771
