sizepop,elite_size,overbest,MAXGEN,best_fitness,convergence_gen,final_diversity
36,3,6,74,13.261139295318799,74,0.9649122807017544
44,3,7,126,9.402543359261571,126,0.8208061002178649
38,4,5,73,19.723043538849453,73,0.935672514619883
42,3,5,127,10.352775415396687,127,0.9454191033138402
45,3,6,86,14.609734006650895,86,0.9411764705882353
33,4,6,74,16.862118902175375,74,0.9727095516569201
43,4,9,142,9.210092740039496,142,0.9037524366471735
33,4,9,119,9.49153245172803,119,0.9736842105263158
33,4,7,138,9.843518468138223,138,0.9366471734892787
36,3,6,72,17.0821033004726,72,0.9060887512899897
40,3,9,113,9.067730812297535,113,0.9278752436647173
35,4,9,122,9.711373637602165,122,0.9269005847953217
33,3,7,115,18.41290714417464,115,0.9083820662768032
35,3,6,109,9.450493656043895,109,0.9649122807017544
46,3,5,98,9.644416768629082,98,0.9060887512899897
32,4,7,68,9.84248521165593,68,0.9454191033138402
33,4,5,117,19.710191111164015,117,0.8974888200894393
30,4,9,122,10.371162030160814,122,0.9345258571264763
49,4,6,59,9.302857904455717,59,0.9345258571264763
40,4,9,83,9.133490815563563,83,0.9824561403508771
42,3,6,103,9.296439403281417,103,0.9473684210526316
36,4,5,84,9.408439005213413,84,0.9541910331384016
44,3,8,84,11.232075045067834,84,0.9083820662768032
31,3,9,75,9.742967965144729,75,0.9278752436647173
40,3,6,102,9.82497252262756,102,0.9649122807017544
33,3,9,64,9.057068137557827,64,0.8865955739020754
48,3,5,59,11.841806734564493,59,0.9824561403508771
48,4,8,51,10.971925993832441,51,0.935672514619883
42,4,5,148,9.392724720749003,148,0.8806042884990254
34,4,7,117,9.545431500362728,117,0.9551656920077973
37,4,7,143,9.115336207635377,143,0.9727095516569201
41,3,7,133,10.199149714109822,133,0.9649122807017544
31,4,6,140,11.919660067314844,140,0.9541910331384016
33,4,9,114,10.013650427969687,114,0.8877422313954821
32,3,9,61,32.162468925759,61,0.9041394335511983
49,3,6,137,9.38704089923715,137,0.9649122807017544
43,4,8,105,9.32364031076911,105,0.9278752436647173
40,4,6,140,10.060825902225385,140,0.9366471734892787
41,4,9,113,30.724943196908697,113,0.8157894736842105
39,4,8,73,10.325121002900365,73,0.9463937621832359
30,3,6,101,38.46525023830818,101,0.9083820662768032
39,4,5,113,13.86705901425541,113,0.956140350877193
49,3,9,131,9.407730171193824,131,1.0
35,3,9,67,11.37849919182674,67,1.0
38,3,8,88,19.279648146908684,88,0.9473684210526316
31,4,5,139,9.44389817948129,139,0.878482972136223
46,3,7,82,16.157780472453737,82,0.881578947368421
47,3,6,54,12.104825834040803,54,0.9278752436647173
30,4,6,63,20.562949624126013,63,0.9824561403508771
37,3,7,139,8.851573564684944,139,0.9454191033138402
